"","cow","year","milex","version"
"6931","ALB",2002,59000,2011
"6932","ALB",2003,76000,2011
"6933","ALB",2004,105000,2011
"6934","ALB",2005,116000,2011
"6935","ALB",2006,141000,2011
"6936","ALB",2007,198000,2011
"6937","ALB",2008,254000,2011
"6938","ALB",2009,248000,2011
"6939","ALB",2010,126000,2011
"6940","ALB",2011,195000,2011
"6941","ALB",2012,185000,2011
"6942","MNG",2006,53000,2011
"6943","MNG",2007,59000,2011
"6944","MNG",2008,71000,2011
"6945","MNG",2009,58000,2011
"6946","MNG",2010,75000,2011
"6947","MNG",2011,80000,2011
"6948","MNG",2012,52000,2011
"6949","MAC",1993,30000,2011
"6950","MAC",1994,35741,2011
"6951","MAC",1995,42580,2011
"6952","MAC",1996,50728,2011
"6953","MAC",1997,60435,2011
"6954","MAC",1998,72000,2011
"6955","MAC",1999,67000,2011
"6956","MAC",2000,71000,2011
"6957","MAC",2001,73000,2011
"6958","MAC",2002,125000,2011
"6959","MAC",2003,137000,2011
"6960","MAC",2004,142000,2011
"6961","MAC",2005,128000,2011
"6962","MAC",2006,134000,2011
"6963","MAC",2007,157000,2011
"6964","MAC",2008,192000,2011
"6965","MAC",2009,159000,2011
"6966","MAC",2010,139000,2011
"6967","MAC",2011,130000,2011
"6968","MAC",2012,129000,2011
"6969","CRO",1992,561000,2011
"6970","CRO",1993,1340000,2011
"6971","CRO",1994,1000000,2011
"6972","CRO",1995,1773000,2011
"6973","CRO",1996,1308000,2011
"6974","CRO",1997,1241000,2011
"6975","CRO",1998,1089000,2011
"6976","CRO",1999,662000,2011
"6977","CRO",2000,509000,2011
"6978","CRO",2001,512000,2011
"6979","CRO",2002,553000,2011
"6980","CRO",2003,596000,2011
"6981","CRO",2004,594000,2011
"6982","CRO",2005,600000,2011
"6983","CRO",2006,693000,2011
"6984","CRO",2007,843000,2011
"6985","CRO",2008,1090000,2011
"6986","CRO",2009,1014000,2011
"6987","CRO",2010,1027000,2011
"6988","CRO",2011,776000,2011
"6989","CRO",2012,827000,2011
"6990","YUG",1878,281,2011
"6991","YUG",1879,302,2011
"6992","YUG",1880,349,2011
"6993","YUG",1881,357,2011
"6994","YUG",1882,415,2011
"6995","YUG",1883,523,2011
"6996","YUG",1884,648,2011
"6997","YUG",1885,603,2011
"6998","YUG",1886,555,2011
"6999","YUG",1887,555,2011
"7000","YUG",1888,575,2011
"7001","YUG",1889,575,2011
"7002","YUG",1890,382,2011
"7003","YUG",1891,386,2011
"7004","YUG",1892,449,2011
"7005","YUG",1893,449,2011
"7006","YUG",1894,494,2011
"7007","YUG",1895,494,2011
"7008","YUG",1896,560,2011
"7009","YUG",1897,560,2011
"7010","YUG",1898,625,2011
"7011","YUG",1899,720,2011
"7012","YUG",1900,794,2011
"7013","YUG",1901,711,2011
"7014","YUG",1902,675,2011
"7015","YUG",1903,732,2011
"7016","YUG",1904,904,2011
"7017","YUG",1905,804,2011
"7018","YUG",1906,805,2011
"7019","YUG",1907,817,2011
"7020","YUG",1908,862,2011
"7021","YUG",1909,1070,2011
"7022","YUG",1910,1031,2011
"7023","YUG",1911,1071,2011
"7024","YUG",1912,1184,2011
"7025","YUG",1913,1194,2011
"7026","YUG",1914,4156,2011
"7027","YUG",1915,9741,2011
"7028","YUG",1916,11987,2011
"7029","YUG",1917,16789,2011
"7030","YUG",1918,20145,2011
"7031","YUG",1919,26974,2011
"7032","YUG",1920,30270,2011
"7033","YUG",1921,33109,2011
"7034","YUG",1922,22668,2011
"7035","YUG",1923,13941,2011
"7036","YUG",1924,22171,2011
"7037","YUG",1925,39445,2011
"7038","YUG",1926,41566,2011
"7039","YUG",1927,42299,2011
"7040","YUG",1928,42743,2011
"7041","YUG",1929,40638,2011
"7042","YUG",1930,42721,2011
"7043","YUG",1931,38724,2011
"7044","YUG",1932,35890,2011
"7045","YUG",1933,24540,2011
"7046","YUG",1934,41973,2011
"7047","YUG",1935,45600,2011
"7048","YUG",1936,51168,2011
"7049","YUG",1937,55651,2011
"7050","YUG",1938,64038,2011
"7051","YUG",1939,98514,2011
"7052","YUG",1940,121456,2011
"7053","YUG",1941,179324,2011
"7054","YUG",1944,211587,2011
"7055","YUG",1945,284155,2011
"7056","YUG",1946,301243,2011
"7057","YUG",1947,330000,2011
"7058","YUG",1948,540000,2011
"7059","YUG",1949,474460,2011
"7060","YUG",1950,790000,2011
"7061","YUG",1951,668400,2011
"7062","YUG",1952,607333,2011
"7063","YUG",1953,558000,2011
"7064","YUG",1954,542333,2011
"7065","YUG",1955,531000,2011
"7066","YUG",1956,526667,2011
"7067","YUG",1957,530000,2011
"7068","YUG",1958,595000,2011
"7069","YUG",1959,652000,2011
"7070","YUG",1960,692333,2011
"7071","YUG",1961,825667,2011
"7072","YUG",1962,360133,2011
"7073","YUG",1963,381600,2011
"7074","YUG",1964,442800,2011
"7075","YUG",1965,574000,2011
"7076","YUG",1966,405600,2011
"7077","YUG",1967,430560,2011
"7078","YUG",1968,512480,2011
"7079","YUG",1969,558400,2011
"7080","YUG",1970,667000,2011
"7081","YUG",1971,598208,2011
"7082","YUG",1972,689176,2011
"7083","YUG",1973,871456,2011
"7084","YUG",1974,1325960,2011
"7085","YUG",1975,1657368,2011
"7086","YUG",1976,1826747,2011
"7087","YUG",1977,2125369,2011
"7088","YUG",1978,2334799,2011
"7089","YUG",1979,2766582,2011
"7090","YUG",1980,2949019,2011
"7091","YUG",1981,2464000,2011
"7092","YUG",1982,2357841,2011
"7093","YUG",1983,2309518,2011
"7094","YUG",1984,1599287,2011
"7095","YUG",1985,1078945,2011
"7096","YUG",1986,2070000,2011
"7097","YUG",1987,2710000,2011
"7098","YUG",1988,2860000,2011
"7099","YUG",1989,2130000,2011
"7100","YUG",1990,3520000,2011
"7101","YUG",1991,3490000,2011
"7102","YUG",1992,1300000,2011
"7103","YUG",1993,-9,2011
"7104","YUG",1994,2979000,2011
"7105","YUG",1995,3111000,2011
"7106","YUG",1996,1502000,2011
"7107","YUG",1997,1489000,2011
"7108","YUG",1998,1585000,2011
"7109","YUG",1999,1654000,2011
"7110","YUG",2000,1826000,2011
"7111","YUG",2001,609000,2011
"7112","YUG",2002,645000,2011
"7113","YUG",2003,631000,2011
"7114","YUG",2004,733000,2011
"7115","YUG",2005,634000,2011
"7116","YUG",2006,812000,2011
"7117","YUG",2007,985000,2011
"7118","YUG",2008,1034000,2011
"7119","YUG",2009,969000,2011
"7120","YUG",2010,844000,2011
"7121","YUG",2011,972000,2011
"7122","YUG",2012,841000,2011
"7123","BOS",1992,850000,2011
"7124","BOS",1993,876000,2011
"7125","BOS",1994,916000,2011
"7126","BOS",1995,600000,2011
"7127","BOS",1996,255000,2011
"7128","BOS",1997,327000,2011
"7129","BOS",1998,405000,2011
"7130","BOS",1999,365000,2011
"7131","BOS",2000,164000,2011
"7132","BOS",2001,141000,2011
"7133","BOS",2002,185000,2011
"7134","BOS",2003,155000,2011
"7135","BOS",2004,202000,2011
"7136","BOS",2005,175000,2011
"7137","BOS",2006,179000,2011
"7138","BOS",2007,196000,2011
"7139","BOS",2008,244000,2011
"7140","BOS",2009,243000,2011
"7141","BOS",2010,220000,2011
"7142","BOS",2011,246000,2011
"7143","BOS",2012,231000,2011
"7144","KOS",2008,0,2011
"7145","KOS",2009,0,2011
"7146","KOS",2010,0,2011
"7147","KOS",2011,0,2011
"7148","KOS",2012,0,2011
"7149","SLV",1992,340900,2011
"7150","SLV",1993,-9,2011
"7151","SLV",1994,296000,2011
"7152","SLV",1995,277000,2011
"7153","SLV",1996,231000,2011
"7154","SLV",1997,329000,2011
"7155","SLV",1998,323000,2011
"7156","SLV",1999,337000,2011
"7157","SLV",2000,273000,2011
"7158","SLV",2001,277000,2011
"7159","SLV",2002,275000,2011
"7160","SLV",2003,378000,2011
"7161","SLV",2004,494000,2011
"7162","SLV",2005,516000,2011
"7163","SLV",2006,629000,2011
"7164","SLV",2007,741000,2011
"7165","SLV",2008,834000,2011
"7166","SLV",2009,793000,2011
"7167","SLV",2010,732000,2011
"7168","SLV",2011,665000,2011
"7169","SLV",2012,509000,2011
"7170","GRC",1828,-9,2011
"7171","GRC",1829,-9,2011
"7172","GRC",1830,-9,2011
"7173","GRC",1831,-9,2011
"7174","GRC",1832,-9,2011
"7175","GRC",1833,-9,2011
"7176","GRC",1834,-9,2011
"7177","GRC",1835,-9,2011
"7178","GRC",1836,-9,2011
"7179","GRC",1837,-9,2011
"7180","GRC",1838,-9,2011
"7181","GRC",1839,-9,2011
"7182","GRC",1840,-9,2011
"7183","GRC",1841,-9,2011
"7184","GRC",1842,-9,2011
"7185","GRC",1843,252,2011
"7186","GRC",1844,233,2011
"7187","GRC",1845,221,2011
"7188","GRC",1846,212,2011
"7189","GRC",1847,221,2011
"7190","GRC",1848,233,2011
"7191","GRC",1849,239,2011
"7192","GRC",1850,245,2011
"7193","GRC",1851,246,2011
"7194","GRC",1852,247,2011
"7195","GRC",1853,236,2011
"7196","GRC",1854,229,2011
"7197","GRC",1855,249,2011
"7198","GRC",1856,267,2011
"7199","GRC",1857,261,2011
"7200","GRC",1858,258,2011
"7201","GRC",1859,302,2011
"7202","GRC",1860,317,2011
"7203","GRC",1861,316,2011
"7204","GRC",1862,314,2011
"7205","GRC",1863,265,2011
"7206","GRC",1864,234,2011
"7207","GRC",1865,274,2011
"7208","GRC",1866,309,2011
"7209","GRC",1867,336,2011
"7210","GRC",1868,342,2011
"7211","GRC",1869,350,2011
"7212","GRC",1870,360,2011
"7213","GRC",1871,350,2011
"7214","GRC",1872,360,2011
"7215","GRC",1873,312,2011
"7216","GRC",1874,329,2011
"7217","GRC",1875,341,2011
"7218","GRC",1876,334,2011
"7219","GRC",1877,345,2011
"7220","GRC",1878,498,2011
"7221","GRC",1879,604,2011
"7222","GRC",1880,468,2011
"7223","GRC",1881,271,2011
"7224","GRC",1882,662,2011
"7225","GRC",1883,995,2011
"7226","GRC",1884,835,2011
"7227","GRC",1885,864,2011
"7228","GRC",1886,912,2011
"7229","GRC",1887,862,2011
"7230","GRC",1888,688,2011
"7231","GRC",1889,757,2011
"7232","GRC",1890,824,2011
"7233","GRC",1891,844,2011
"7234","GRC",1892,785,2011
"7235","GRC",1893,745,2011
"7236","GRC",1894,781,2011
"7237","GRC",1895,828,2011
"7238","GRC",1896,856,2011
"7239","GRC",1897,924,2011
"7240","GRC",1898,896,2011
"7241","GRC",1899,1015,2011
"7242","GRC",1900,1027,2011
"7243","GRC",1901,1000,2011
"7244","GRC",1902,1000,2011
"7245","GRC",1903,1019,2011
"7246","GRC",1904,1163,2011
"7247","GRC",1905,1068,2011
"7248","GRC",1906,1112,2011
"7249","GRC",1907,1044,2011
"7250","GRC",1908,1148,2011
"7251","GRC",1909,1106,2011
"7252","GRC",1910,1373,2011
"7253","GRC",1911,1182,2011
"7254","GRC",1912,1202,2011
"7255","GRC",1913,4920,2011
"7256","GRC",1914,7821,2011
"7257","GRC",1915,9347,2011
"7258","GRC",1916,12748,2011
"7259","GRC",1917,34561,2011
"7260","GRC",1918,40232,2011
"7261","GRC",1919,53249,2011
"7262","GRC",1920,63713,2011
"7263","GRC",1921,143581,2011
"7264","GRC",1922,95188,2011
"7265","GRC",1923,32837,2011
"7266","GRC",1924,38119,2011
"7267","GRC",1925,21961,2011
"7268","GRC",1926,38255,2011
"7269","GRC",1927,24559,2011
"7270","GRC",1928,22680,2011
"7271","GRC",1929,24004,2011
"7272","GRC",1930,23980,2011
"7273","GRC",1931,25814,2011
"7274","GRC",1932,22571,2011
"7275","GRC",1933,9407,2011
"7276","GRC",1934,18758,2011
"7277","GRC",1935,22408,2011
"7278","GRC",1936,43496,2011
"7279","GRC",1937,45863,2011
"7280","GRC",1938,30122,2011
"7281","GRC",1939,49784,2011
"7282","GRC",1940,62145,2011
"7283","GRC",1941,79821,2011
"7284","GRC",1944,-9,2011
"7285","GRC",1945,86098,2011
"7286","GRC",1946,95622,2011
"7287","GRC",1947,99740,2011
"7288","GRC",1948,100488,2011
"7289","GRC",1949,108667,2011
"7290","GRC",1950,131400,2011
"7291","GRC",1951,174333,2011
"7292","GRC",1952,176295,2011
"7293","GRC",1953,183732,2011
"7294","GRC",1954,114267,2011
"7295","GRC",1955,122525,2011
"7296","GRC",1956,164633,2011
"7297","GRC",1957,149233,2011
"7298","GRC",1958,148967,2011
"7299","GRC",1959,157833,2011
"7300","GRC",1960,170333,2011
"7301","GRC",1961,167800,2011
"7302","GRC",1962,170067,2011
"7303","GRC",1963,179500,2011
"7304","GRC",1964,188233,2011
"7305","GRC",1965,209667,2011
"7306","GRC",1966,238933,2011
"7307","GRC",1967,313000,2011
"7308","GRC",1968,366767,2011
"7309","GRC",1969,425400,2011
"7310","GRC",1970,473600,2011
"7311","GRC",1971,517800,2011
"7312","GRC",1972,560300,2011
"7313","GRC",1973,674802,2011
"7314","GRC",1974,1049967,2011
"7315","GRC",1975,1422740,2011
"7316","GRC",1976,1559861,2011
"7317","GRC",1977,1838808,2011
"7318","GRC",1978,2118955,2011
"7319","GRC",1979,2424294,2011
"7320","GRC",1980,2275500,2011
"7321","GRC",1981,2512489,2011
"7322","GRC",1982,2638747,2011
"7323","GRC",1983,2526137,2011
"7324","GRC",1984,2412598,2011
"7325","GRC",1985,2040000,2011
"7326","GRC",1986,1710000,2011
"7327","GRC",1987,2130000,2011
"7328","GRC",1988,2490000,2011
"7329","GRC",1989,3170000,2011
"7330","GRC",1990,3920000,2011
"7331","GRC",1991,3980000,2011
"7332","GRC",1992,4400000,2011
"7333","GRC",1993,3861000,2011
"7334","GRC",1994,3300000,2011
"7335","GRC",1995,5056000,2011
"7336","GRC",1996,5700000,2011
"7337","GRC",1997,5552000,2011
"7338","GRC",1998,5951000,2011
"7339","GRC",1999,5206000,2011
"7340","GRC",2000,5528000,2011
"7341","GRC",2001,5517000,2011
"7342","GRC",2002,4571000,2011
"7343","GRC",2003,4845000,2011
"7344","GRC",2004,5867000,2011
"7345","GRC",2005,6786000,2011
"7346","GRC",2006,7286000,2011
"7347","GRC",2007,8653000,2011
"7348","GRC",2008,10141000,2011
"7349","GRC",2009,10091000,2011
"7350","GRC",2010,7956000,2011
"7351","GRC",2011,8520000,2011
"7352","GRC",2012,4929000,2011
"7353","CYP",1960,6124,2011
"7354","CYP",1961,6441,2011
"7355","CYP",1962,6812,2011
"7356","CYP",1963,7008,2011
"7357","CYP",1964,7561,2011
"7358","CYP",1965,9241,2011
"7359","CYP",1966,7841,2011
"7360","CYP",1967,8681,2011
"7361","CYP",1968,6479,2011
"7362","CYP",1969,6479,2011
"7363","CYP",1970,7199,2011
"7364","CYP",1971,9462,2011
"7365","CYP",1972,10167,2011
"7366","CYP",1973,11159,2011
"7367","CYP",1974,18376,2011
"7368","CYP",1975,19555,2011
"7369","CYP",1976,17792,2011
"7370","CYP",1977,25490,2011
"7371","CYP",1978,23822,2011
"7372","CYP",1979,20316,2011
"7373","CYP",1980,24156,2011
"7374","CYP",1981,38450,2011
"7375","CYP",1982,73618,2011
"7376","CYP",1983,83642,2011
"7377","CYP",1984,91567,2011
"7378","CYP",1985,27850,2011
"7379","CYP",1986,116920,2011
"7380","CYP",1987,121010,2011
"7381","CYP",1988,124830,2011
"7382","CYP",1989,155290,2011
"7383","CYP",1990,304100,2011
"7384","CYP",1991,284500,2011
"7385","CYP",1992,477100,2011
"7386","CYP",1993,489000,2011
"7387","CYP",1994,511000,2011
"7388","CYP",1995,368000,2011
"7389","CYP",1996,487000,2011
"7390","CYP",1997,505000,2011
"7391","CYP",1998,509000,2011
"7392","CYP",1999,353000,2011
"7393","CYP",2000,361000,2011
"7394","CYP",2001,315000,2011
"7395","CYP",2002,246000,2011
"7396","CYP",2003,247000,2011
"7397","CYP",2004,274000,2011
"7398","CYP",2005,274000,2011
"7399","CYP",2006,240000,2011
"7400","CYP",2007,498000,2011
"7401","CYP",2008,537000,2011
"7402","CYP",2009,472000,2011
"7403","CYP",2010,498000,2011
"7404","CYP",2011,511000,2011
"7405","CYP",2012,450000,2011
"7406","BUL",1908,1203,2011
"7407","BUL",1909,1556,2011
"7408","BUL",1910,1592,2011
"7409","BUL",1911,1586,2011
"7410","BUL",1912,1620,2011
"7411","BUL",1913,1620,2011
"7412","BUL",1914,10483,2011
"7413","BUL",1915,11911,2011
"7414","BUL",1916,13298,2011
"7415","BUL",1917,13394,2011
"7416","BUL",1918,14337,2011
"7417","BUL",1919,3225,2011
"7418","BUL",1920,3370,2011
"7419","BUL",1921,3130,2011
"7420","BUL",1922,3541,2011
"7421","BUL",1923,7341,2011
"7422","BUL",1924,9245,2011
"7423","BUL",1925,9329,2011
"7424","BUL",1926,8996,2011
"7425","BUL",1927,7429,2011
"7426","BUL",1928,7480,2011
"7427","BUL",1929,7759,2011
"7428","BUL",1930,7457,2011
"7429","BUL",1931,6962,2011
"7430","BUL",1932,5709,2011
"7431","BUL",1933,5435,2011
"7432","BUL",1934,8085,2011
"7433","BUL",1935,12252,2011
"7434","BUL",1936,15373,2011
"7435","BUL",1937,18586,2011
"7436","BUL",1938,19364,2011
"7437","BUL",1939,18955,2011
"7438","BUL",1940,34517,2011
"7439","BUL",1941,-9,2011
"7440","BUL",1942,-9,2011
"7441","BUL",1943,-9,2011
"7442","BUL",1944,-9,2011
"7443","BUL",1945,-9,2011
"7444","BUL",1946,12933,2011
"7445","BUL",1947,14862,2011
"7446","BUL",1948,18630,2011
"7447","BUL",1949,23517,2011
"7448","BUL",1950,28347,2011
"7449","BUL",1951,75488,2011
"7450","BUL",1952,102080,2011
"7451","BUL",1953,137849,2011
"7452","BUL",1954,138020,2011
"7453","BUL",1955,138572,2011
"7454","BUL",1956,118502,2011
"7455","BUL",1957,125817,2011
"7456","BUL",1958,147573,2011
"7457","BUL",1959,140505,2011
"7458","BUL",1960,155910,2011
"7459","BUL",1961,190736,2011
"7460","BUL",1962,222395,2011
"7461","BUL",1963,230316,2011
"7462","BUL",1964,224119,2011
"7463","BUL",1965,201202,2011
"7464","BUL",1966,215034,2011
"7465","BUL",1967,236862,2011
"7466","BUL",1968,257135,2011
"7467","BUL",1969,297847,2011
"7468","BUL",1970,340193,2011
"7469","BUL",1971,1273500,2011
"7470","BUL",1972,1430600,2011
"7471","BUL",1973,1596300,2011
"7472","BUL",1974,1860600,2011
"7473","BUL",1975,2141300,2011
"7474","BUL",1976,2100300,2011
"7475","BUL",1977,2280000,2011
"7476","BUL",1978,2598000,2011
"7477","BUL",1979,2704800,2011
"7478","BUL",1980,3100562,2011
"7479","BUL",1981,3461788,2011
"7480","BUL",1982,4105291,2011
"7481","BUL",1983,4282560,2011
"7482","BUL",1984,4485000,2011
"7483","BUL",1985,1656000,2011
"7484","BUL",1986,1940000,2011
"7485","BUL",1987,2370000,2011
"7486","BUL",1988,2465000,2011
"7487","BUL",1989,2465000,2011
"7488","BUL",1990,2010000,2011
"7489","BUL",1991,1790000,2011
"7490","BUL",1992,1310000,2011
"7491","BUL",1993,589900,2011
"7492","BUL",1994,586400,2011
"7493","BUL",1995,417000,2011
"7494","BUL",1996,373000,2011
"7495","BUL",1997,339000,2011
"7496","BUL",1998,406000,2011
"7497","BUL",1999,392000,2011
"7498","BUL",2000,343000,2011
"7499","BUL",2001,365000,2011
"7500","BUL",2002,397000,2011
"7501","BUL",2003,471000,2011
"7502","BUL",2004,587000,2011
"7503","BUL",2005,669000,2011
"7504","BUL",2006,703000,2011
"7505","BUL",2007,881000,2011
"7506","BUL",2008,1315000,2011
"7507","BUL",2009,905000,2011
"7508","BUL",2010,832000,2011
"7509","BUL",2011,720000,2011
"7510","BUL",2012,723000,2011
"7511","MLD",1991,875500,2011
"7512","MLD",1992,450000,2011
"7513","MLD",1993,88400,2011
"7514","MLD",1994,39000,2011
"7515","MLD",1995,45000,2011
"7516","MLD",1996,48000,2011
"7517","MLD",1997,53000,2011
"7518","MLD",1998,53000,2011
"7519","MLD",1999,27000,2011
"7520","MLD",2000,140000,2011
"7521","MLD",2001,147000,2011
"7522","MLD",2002,150000,2011
"7523","MLD",2003,150000,2011
"7524","MLD",2004,175000,2011
"7525","MLD",2005,10000,2011
"7526","MLD",2006,13000,2011
"7527","MLD",2007,19000,2011
"7528","MLD",2008,22000,2011
"7529","MLD",2009,20000,2011
"7530","MLD",2010,18000,2011
"7531","MLD",2011,21000,2011
"7532","MLD",2012,22000,2011
"7533","ROM",1878,1689,2011
"7534","ROM",1879,1054,2011
"7535","ROM",1880,992,2011
"7536","ROM",1881,1053,2011
"7537","ROM",1882,1058,2011
"7538","ROM",1883,1056,2011
"7539","ROM",1884,1231,2011
"7540","ROM",1885,1138,2011
"7541","ROM",1886,1132,2011
"7542","ROM",1887,1166,2011
"7543","ROM",1888,1301,2011
"7544","ROM",1889,1363,2011
"7545","ROM",1890,1444,2011
"7546","ROM",1891,1440,2011
"7547","ROM",1892,1521,2011
"7548","ROM",1893,1545,2011
"7549","ROM",1894,1603,2011
"7550","ROM",1895,1641,2011
"7551","ROM",1896,1628,2011
"7552","ROM",1897,1681,2011
"7553","ROM",1898,1882,2011
"7554","ROM",1899,1821,2011
"7555","ROM",1900,1821,2011
"7556","ROM",1901,1800,2011
"7557","ROM",1902,1495,2011
"7558","ROM",1903,1539,2011
"7559","ROM",1904,1570,2011
"7560","ROM",1905,1650,2011
"7561","ROM",1906,1749,2011
"7562","ROM",1907,1929,2011
"7563","ROM",1908,2148,2011
"7564","ROM",1909,2220,2011
"7565","ROM",1910,2425,2011
"7566","ROM",1911,2746,2011
"7567","ROM",1912,2951,2011
"7568","ROM",1913,3236,2011
"7569","ROM",1914,8991,2011
"7570","ROM",1915,10874,2011
"7571","ROM",1916,15541,2011
"7572","ROM",1917,17729,2011
"7573","ROM",1918,20974,2011
"7574","ROM",1919,24568,2011
"7575","ROM",1920,27960,2011
"7576","ROM",1921,15275,2011
"7577","ROM",1922,13430,2011
"7578","ROM",1923,19030,2011
"7579","ROM",1924,19197,2011
"7580","ROM",1925,26099,2011
"7581","ROM",1926,26668,2011
"7582","ROM",1927,40273,2011
"7583","ROM",1928,49469,2011
"7584","ROM",1929,52451,2011
"7585","ROM",1930,49773,2011
"7586","ROM",1931,54089,2011
"7587","ROM",1932,40952,2011
"7588","ROM",1933,41553,2011
"7589","ROM",1934,75554,2011
"7590","ROM",1935,73995,2011
"7591","ROM",1936,69035,2011
"7592","ROM",1937,77622,2011
"7593","ROM",1938,87091,2011
"7594","ROM",1939,82164,2011
"7595","ROM",1940,-9,2011
"7596","ROM",1941,-9,2011
"7597","ROM",1942,-9,2011
"7598","ROM",1943,-9,2011
"7599","ROM",1944,-9,2011
"7600","ROM",1945,-9,2011
"7601","ROM",1946,61522,2011
"7602","ROM",1947,60397,2011
"7603","ROM",1948,59216,2011
"7604","ROM",1949,118945,2011
"7605","ROM",1950,224597,2011
"7606","ROM",1951,318660,2011
"7607","ROM",1952,482878,2011
"7608","ROM",1953,656301,2011
"7609","ROM",1954,412799,2011
"7610","ROM",1955,431999,2011
"7611","ROM",1956,409844,2011
"7612","ROM",1957,377883,2011
"7613","ROM",1958,370492,2011
"7614","ROM",1959,358383,2011
"7615","ROM",1960,378455,2011
"7616","ROM",1961,382095,2011
"7617","ROM",1962,419868,2011
"7618","ROM",1963,439156,2011
"7619","ROM",1964,460674,2011
"7620","ROM",1965,506645,2011
"7621","ROM",1966,541971,2011
"7622","ROM",1967,581495,2011
"7623","ROM",1968,713125,2011
"7624","ROM",1969,783558,2011
"7625","ROM",1970,925775,2011
"7626","ROM",1971,1937400,2011
"7627","ROM",1972,2117400,2011
"7628","ROM",1973,2316300,2011
"7629","ROM",1974,2625800,2011
"7630","ROM",1975,2922700,2011
"7631","ROM",1976,3180900,2011
"7632","ROM",1977,3397200,2011
"7633","ROM",1978,3744400,2011
"7634","ROM",1979,3974800,2011
"7635","ROM",1980,3773856,2011
"7636","ROM",1981,4053839,2011
"7637","ROM",1982,4890712,2011
"7638","ROM",1983,5159423,2011
"7639","ROM",1984,5295000,2011
"7640","ROM",1985,1395000,2011
"7641","ROM",1986,1327000,2011
"7642","ROM",1987,1183000,2011
"7643","ROM",1988,809000,2011
"7644","ROM",1989,1980000,2011
"7645","ROM",1990,1570000,2011
"7646","ROM",1991,1150000,2011
"7647","ROM",1992,1700000,2011
"7648","ROM",1993,834000,2011
"7649","ROM",1994,729000,2011
"7650","ROM",1995,872000,2011
"7651","ROM",1996,762000,2011
"7652","ROM",1997,793000,2011
"7653","ROM",1998,905000,2011
"7654","ROM",1999,607000,2011
"7655","ROM",2000,940000,2011
"7656","ROM",2001,969000,2011
"7657","ROM",2002,1056000,2011
"7658","ROM",2003,1313000,2011
"7659","ROM",2004,1530000,2011
"7660","ROM",2005,1976000,2011
"7661","ROM",2006,2259000,2011
"7662","ROM",2007,3044000,2011
"7663","ROM",2008,3005000,2011
"7664","ROM",2009,2225000,2011
"7665","ROM",2010,2465000,2011
"7666","ROM",2011,2315000,2011
"7667","ROM",2012,2211000,2011
"7668","RUS",1816,10582,2011
"7669","RUS",1817,8425,2011
"7670","RUS",1818,8833,2011
"7671","RUS",1819,8942,2011
"7672","RUS",1820,9317,2011
"7673","RUS",1821,9654,2011
"7674","RUS",1822,8796,2011
"7675","RUS",1823,9261,2011
"7676","RUS",1824,7510,2011
"7677","RUS",1825,7476,2011
"7678","RUS",1826,7376,2011
"7679","RUS",1827,7880,2011
"7680","RUS",1828,7587,2011
"7681","RUS",1829,8079,2011
"7682","RUS",1830,7780,2011
"7683","RUS",1831,8058,2011
"7684","RUS",1832,8662,2011
"7685","RUS",1833,8671,2011
"7686","RUS",1834,8648,2011
"7687","RUS",1835,10173,2011
"7688","RUS",1836,9833,2011
"7689","RUS",1837,9893,2011
"7690","RUS",1838,9987,2011
"7691","RUS",1839,10964,2011
"7692","RUS",1840,13162,2011
"7693","RUS",1841,12924,2011
"7694","RUS",1842,13613,2011
"7695","RUS",1843,13024,2011
"7696","RUS",1844,13134,2011
"7697","RUS",1845,13718,2011
"7698","RUS",1846,13957,2011
"7699","RUS",1847,14086,2011
"7700","RUS",1848,18003,2011
"7701","RUS",1849,17790,2011
"7702","RUS",1850,18647,2011
"7703","RUS",1851,16522,2011
"7704","RUS",1852,15692,2011
"7705","RUS",1853,19928,2011
"7706","RUS",1854,31358,2011
"7707","RUS",1855,39809,2011
"7708","RUS",1856,37900,2011
"7709","RUS",1857,17065,2011
"7710","RUS",1858,15567,2011
"7711","RUS",1859,18984,2011
"7712","RUS",1860,18716,2011
"7713","RUS",1861,19949,2011
"7714","RUS",1862,18259,2011
"7715","RUS",1863,26385,2011
"7716","RUS",1864,25359,2011
"7717","RUS",1865,20196,2011
"7718","RUS",1866,19252,2011
"7719","RUS",1867,18558,2011
"7720","RUS",1868,20589,2011
"7721","RUS",1869,22055,2011
"7722","RUS",1870,19893,2011
"7723","RUS",1871,22409,2011
"7724","RUS",1872,25124,2011
"7725","RUS",1873,26407,2011
"7726","RUS",1874,26287,2011
"7727","RUS",1875,26943,2011
"7728","RUS",1876,34424,2011
"7729","RUS",1877,77022,2011
"7730","RUS",1878,59952,2011
"7731","RUS",1879,32091,2011
"7732","RUS",1880,30408,2011
"7733","RUS",1881,30187,2011
"7734","RUS",1882,27617,2011
"7735","RUS",1883,22196,2011
"7736","RUS",1884,22500,2011
"7737","RUS",1885,25140,2011
"7738","RUS",1886,24932,2011
"7739","RUS",1887,23279,2011
"7740","RUS",1888,21482,2011
"7741","RUS",1889,27233,2011
"7742","RUS",1890,30191,2011
"7743","RUS",1891,34531,2011
"7744","RUS",1892,30053,2011
"7745","RUS",1893,32131,2011
"7746","RUS",1894,35039,2011
"7747","RUS",1895,36019,2011
"7748","RUS",1896,36679,2011
"7749","RUS",1897,39486,2011
"7750","RUS",1898,38697,2011
