"","X","country","year","war","onset","pop","polity2","gdppc","region","mtn","oil","ethfrac","cow"
"3573",3573,"CHAD",1971,1,0,3723,-9,0.649999976,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3574",3574,"CHAD",1972,1,0,3796,-9,0.662,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3575",3575,"CHAD",1973,1,0,3871,-9,0.722000003,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3576",3576,"CHAD",1974,1,0,3949,-9,0.575999975,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3577",3577,"CHAD",1975,1,0,4030,-7,0.592000008,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3578",3578,"CHAD",1976,1,0,4113,-7,0.637000024,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3579",3579,"CHAD",1977,1,0,4199,-7,0.648000002,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3580",3580,"CHAD",1978,1,0,4288,-3,0.628000021,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3581",3581,"CHAD",1979,1,0,4381,0,0.574000001,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3582",3582,"CHAD",1980,1,0,4477,0,0.527999997,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3583",3583,"CHAD",1981,1,0,4577,0,0.469000012,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3584",3584,"CHAD",1982,1,0,4680,0,0.370000005,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3585",3585,"CHAD",1983,1,0,4788,0,0.300000012,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3586",3586,"CHAD",1984,1,0,4900,-4,0.310000002,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3587",3587,"CHAD",1985,1,0,5018,-7,0.409000009,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3588",3588,"CHAD",1986,1,0,5141,-7,0.386999995,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3589",3589,"CHAD",1987,1,0,5268,-7,0.368000001,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3590",3590,"CHAD",1988,1,0,5401,-7,0.400000006,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3591",3591,"CHAD",1989,1,0,5538,-7,0.412,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3592",3592,"CHAD",1990,1,0,5680,-7,0.398999989,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3593",3593,"CHAD",1991,1,0,5826,-5,0.426999986,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3594",3594,"CHAD",1992,1,0,5977,-4,0.407999992,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3595",3595,"CHAD",1993,1,0,6248.25,-4,0.333429754,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3596",3596,"CHAD",1994,1,1,6463.870117,-4,0.355182648,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3597",3597,"CHAD",1995,1,0,6707,-4,0.345730275,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3598",3598,"CHAD",1996,1,0,6937.350098,-2,0.344439298,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3599",3599,"CHAD",1997,1,0,7153.009766,-2,0.350190312,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3600",3600,"CHAD",1998,1,0,7352.140137,-2,0.36353299,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3601",3601,"CHAD",1999,1,0,NA,-2,0.35121128,"sub-saharan africa",8.5,0,0.826272845,"CHA"
"3602",3602,"CONGO",1960,0,0,950,4,1.123000026,"sub-saharan africa",0,0,0.657212377,"CON"
"3603",3603,"CONGO",1961,0,0,972,4,1.123999953,"sub-saharan africa",0,0,0.657212377,"CON"
"3604",3604,"CONGO",1962,0,0,995,4,1.126999974,"sub-saharan africa",0,0,0.657212377,"CON"
"3605",3605,"CONGO",1963,0,0,1018,-7,1.069000006,"sub-saharan africa",0,0,0.657212377,"CON"
"3606",3606,"CONGO",1964,0,0,1042,-7,1.062000036,"sub-saharan africa",0,0,0.657212377,"CON"
"3607",3607,"CONGO",1965,0,0,1066,-7,1.083999991,"sub-saharan africa",0,0,0.657212377,"CON"
"3608",3608,"CONGO",1966,0,0,1093,-7,1.120000005,"sub-saharan africa",0,0,0.657212377,"CON"
"3609",3609,"CONGO",1967,0,0,1121,-7,1.24000001,"sub-saharan africa",0,0,0.657212377,"CON"
"3610",3610,"CONGO",1968,0,0,1149,-7,1.230000019,"sub-saharan africa",0,0,0.657212377,"CON"
"3611",3611,"CONGO",1969,0,0,1178,-7,1.404000044,"sub-saharan africa",0,0,0.657212377,"CON"
"3612",3612,"CONGO",1970,0,0,1208,-7,1.669999957,"sub-saharan africa",0,0,0.657212377,"CON"
"3613",3613,"CONGO",1971,0,0,1239,-7,1.679999948,"sub-saharan africa",0,0,0.657212377,"CON"
"3614",3614,"CONGO",1972,0,0,1271,-7,1.700000048,"sub-saharan africa",0,0,0.657212377,"CON"
"3615",3615,"CONGO",1973,0,0,1304,-7,1.710000038,"sub-saharan africa",0,1,0.657212377,"CON"
"3616",3616,"CONGO",1974,0,0,1340,-7,1.712000012,"sub-saharan africa",0,1,0.657212377,"CON"
"3617",3617,"CONGO",1975,0,0,1380,-7,1.725999951,"sub-saharan africa",0,1,0.657212377,"CON"
"3618",3618,"CONGO",1976,0,0,1424,-7,1.794999957,"sub-saharan africa",0,1,0.657212377,"CON"
"3619",3619,"CONGO",1977,0,0,1472,-7,1.639000058,"sub-saharan africa",0,1,0.657212377,"CON"
"3620",3620,"CONGO",1978,0,0,1522,-7,1.741999984,"sub-saharan africa",0,1,0.657212377,"CON"
"3621",3621,"CONGO",1979,0,0,1575,-8,1.725000024,"sub-saharan africa",0,1,0.657212377,"CON"
"3622",3622,"CONGO",1980,0,0,1630,-8,1.930999994,"sub-saharan africa",0,1,0.657212377,"CON"
"3623",3623,"CONGO",1981,0,0,1688,-8,2.04399991,"sub-saharan africa",0,1,0.657212377,"CON"
"3624",3624,"CONGO",1982,0,0,1748,-8,2.529000044,"sub-saharan africa",0,1,0.657212377,"CON"
"3625",3625,"CONGO",1983,0,0,1811,-8,2.549999952,"sub-saharan africa",0,1,0.657212377,"CON"
"3626",3626,"CONGO",1984,0,0,1874,-8,2.72300005,"sub-saharan africa",0,1,0.657212377,"CON"
"3627",3627,"CONGO",1985,0,0,1938,-8,2.697000027,"sub-saharan africa",0,1,0.657212377,"CON"
"3628",3628,"CONGO",1986,0,0,2003,-8,2.526000023,"sub-saharan africa",0,1,0.657212377,"CON"
"3629",3629,"CONGO",1987,0,0,2069,-8,2.384000063,"sub-saharan africa",0,1,0.657212377,"CON"
"3630",3630,"CONGO",1988,0,0,2136,-8,2.339999914,"sub-saharan africa",0,1,0.657212377,"CON"
"3631",3631,"CONGO",1989,0,0,2205,-8,2.316999912,"sub-saharan africa",0,1,0.657212377,"CON"
"3632",3632,"CONGO",1990,0,0,2276,-8,2.210999966,"sub-saharan africa",0,1,0.657212377,"CON"
"3633",3633,"CONGO",1991,0,0,2350,-1,2.404999971,"sub-saharan africa",0,1,0.657212377,"CON"
"3634",3634,"CONGO",1992,0,0,2428,5,2.24000001,"sub-saharan africa",0,1,0.657212377,"CON"
"3635",3635,"CONGO",1993,0,0,2419.610107,5,2.155086994,"sub-saharan africa",0,1,0.657212377,"CON"
"3636",3636,"CONGO",1994,0,0,2489.449951,5,1.979313374,"sub-saharan africa",0,1,0.657212377,"CON"
"3637",3637,"CONGO",1995,0,0,2561,5,2.000896454,"sub-saharan africa",0,1,0.657212377,"CON"
"3638",3638,"CONGO",1996,0,0,2633.719971,5,1.861986399,"sub-saharan africa",0,1,0.657212377,"CON"
"3639",3639,"CONGO",1997,0,0,2707.600098,-6,1.800312996,"sub-saharan africa",0,1,0.657212377,"CON"
"3640",3640,"CONGO",1998,1,1,2782.620117,-6,1.816591978,"sub-saharan africa",0,1,0.657212377,"CON"
"3641",3641,"CONGO",1999,1,0,NA,-6,1.715162635,"sub-saharan africa",0,1,0.657212377,"CON"
"3642",3642,"DEM. REP. CONGO",1960,1,1,15986,0,0.488999993,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3643",3643,"DEM. REP. CONGO",1961,1,0,16292,0,0.463,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3644",3644,"DEM. REP. CONGO",1962,1,0,16604,0,0.586000025,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3645",3645,"DEM. REP. CONGO",1963,1,0,16923,-3,0.560000002,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3646",3646,"DEM. REP. CONGO",1964,1,0,17247,-6,0.533999979,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3647",3647,"DEM. REP. CONGO",1965,1,0,17578,-9,0.547999978,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3648",3648,"DEM. REP. CONGO",1966,0,0,17944,-9,0.61500001,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3649",3649,"DEM. REP. CONGO",1967,0,0,18316,-9,0.598999977,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3650",3650,"DEM. REP. CONGO",1968,0,0,18696,-9,0.596000016,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3651",3651,"DEM. REP. CONGO",1969,0,0,19086,-9,0.624000013,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3652",3652,"DEM. REP. CONGO",1970,0,0,19769,-9,0.68599999,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3653",3653,"DEM. REP. CONGO",1971,0,0,20823,-9,0.675000012,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3654",3654,"DEM. REP. CONGO",1972,0,0,21393,-9,0.646000028,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3655",3655,"DEM. REP. CONGO",1973,0,0,21985,-9,0.68900001,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3656",3656,"DEM. REP. CONGO",1974,0,0,22603,-9,0.693000019,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3657",3657,"DEM. REP. CONGO",1975,0,0,23251,-9,0.637000024,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3658",3658,"DEM. REP. CONGO",1976,0,0,23937,-9,0.584999979,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3659",3659,"DEM. REP. CONGO",1977,1,1,24655,-9,0.556999981,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3660",3660,"DEM. REP. CONGO",1978,1,0,25406,-9,0.518000007,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3661",3661,"DEM. REP. CONGO",1979,0,0,26190,-9,0.49000001,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3662",3662,"DEM. REP. CONGO",1980,0,0,27009,-9,0.476000011,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3663",3663,"DEM. REP. CONGO",1981,0,0,27836,-9,0.493000001,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3664",3664,"DEM. REP. CONGO",1982,0,0,28723,-9,0.481999993,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3665",3665,"DEM. REP. CONGO",1983,0,0,29662,-9,0.460999995,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3666",3666,"DEM. REP. CONGO",1984,0,0,30645,-9,0.458000004,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3667",3667,"DEM. REP. CONGO",1985,0,0,31667,-9,0.442000002,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3668",3668,"DEM. REP. CONGO",1986,0,0,32731,-9,0.453999996,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3669",3669,"DEM. REP. CONGO",1987,0,0,33843,-9,0.463,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3670",3670,"DEM. REP. CONGO",1988,0,0,34995,-9,0.460000008,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3671",3671,"DEM. REP. CONGO",1989,0,0,36180,-9,0.423999995,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3672",3672,"DEM. REP. CONGO",1990,0,0,35562,-8,0.383363754,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3673",3673,"DEM. REP. CONGO",1991,0,0,36672,-8,0.33983919,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3674",3674,"DEM. REP. CONGO",1992,0,0,39880,0,0.294495821,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3675",3675,"DEM. REP. CONGO",1993,0,0,41161.76172,0,0.246802181,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3676",3676,"DEM. REP. CONGO",1994,0,0,42489.32031,0,0.229766414,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3677",3677,"DEM. REP. CONGO",1995,0,0,43848,0,0.22420536,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3678",3678,"DEM. REP. CONGO",1996,1,1,45254.03125,0,0.215283647,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3679",3679,"DEM. REP. CONGO",1997,1,0,46709.17969,0,0.196686938,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3680",3680,"DEM. REP. CONGO",1998,1,1,48215.27344,0,0.19625783,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3681",3681,"DEM. REP. CONGO",1999,1,0,NA,0,NA,"sub-saharan africa",4.199999809,0,0.901631832,"DRC"
"3682",3682,"UGANDA",1962,0,0,7127,7,0.584999979,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3683",3683,"UGANDA",1963,0,0,7427,7,0.601000011,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3684",3684,"UGANDA",1964,0,0,7739,7,0.606000006,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3685",3685,"UGANDA",1965,0,0,8065,7,0.614000022,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3686",3686,"UGANDA",1966,0,0,8404,0,0.643999994,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3687",3687,"UGANDA",1967,0,0,8758,-6,0.63499999,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3688",3688,"UGANDA",1968,0,0,9127,-6,0.626999974,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3689",3689,"UGANDA",1969,0,0,9511,-7,0.652999997,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3690",3690,"UGANDA",1970,0,0,9812,-7,0.647000015,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3691",3691,"UGANDA",1971,0,0,10120,-7,0.670000017,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3692",3692,"UGANDA",1972,0,0,10400,-7,0.660000026,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3693",3693,"UGANDA",1973,0,0,10666,-7,0.634000003,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3694",3694,"UGANDA",1974,0,0,10938,-7,0.626999974,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3695",3695,"UGANDA",1975,0,0,11228,-7,0.617999971,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3696",3696,"UGANDA",1976,0,0,11534,-7,0.605000019,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3697",3697,"UGANDA",1977,0,0,11862,-7,0.601999998,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3698",3698,"UGANDA",1978,0,0,12197,-7,0.574000001,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3699",3699,"UGANDA",1979,0,0,12516,NA,0.572000027,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3700",3700,"UGANDA",1980,0,0,12807,3,0.533999979,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3701",3701,"UGANDA",1981,1,1,13079,3,0.89200002,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3702",3702,"UGANDA",1982,1,0,13340,3,0.977999985,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3703",3703,"UGANDA",1983,1,0,13596,3,1.095000029,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3704",3704,"UGANDA",1984,1,0,13857,3,0.575999975,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3705",3705,"UGANDA",1985,1,0,14134,0,0.540000021,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3706",3706,"UGANDA",1986,1,0,14460,-7,0.504999995,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3707",3707,"UGANDA",1987,1,0,14839,-7,0.509000003,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3708",3708,"UGANDA",1988,0,0,15274,-7,0.52700001,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3709",3709,"UGANDA",1989,0,0,15769,-7,0.547999978,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3710",3710,"UGANDA",1990,0,0,16330,-7,0.55400002,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3711",3711,"UGANDA",1991,0,0,16899,-7,0.563000023,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3712",3712,"UGANDA",1992,0,0,17459,-7,0.546999991,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3713",3713,"UGANDA",1993,1,1,18030.19922,-4,0.573856056,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3714",3714,"UGANDA",1994,1,0,18599.39063,-4,0.591917515,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3715",3715,"UGANDA",1995,1,0,19168,-4,0.640543401,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3716",3716,"UGANDA",1996,1,0,19740.83008,-4,0.678376853,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3717",3717,"UGANDA",1997,1,0,20317.24023,-4,0.690415025,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3718",3718,"UGANDA",1998,1,0,20896.53906,-4,0.708849132,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3719",3719,"UGANDA",1999,1,0,NA,-4,0.740674734,"sub-saharan africa",9.399998665,0,0.899465322,"UGA"
"3720",3720,"KENYA",1963,0,0,8958,2,0.621999979,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3721",3721,"KENYA",1964,0,0,9283,2,0.621999979,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3722",3722,"KENYA",1965,0,0,9620,2,0.614000022,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3723",3723,"KENYA",1966,0,0,9970,0,0.660000026,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3724",3724,"KENYA",1967,0,0,10331,0,0.67900002,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3725",3725,"KENYA",1968,0,0,10707,0,0.698000014,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3726",3726,"KENYA",1969,0,0,11094,-7,0.711000025,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3727",3727,"KENYA",1970,0,0,11498,-7,0.586000025,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3728",3728,"KENYA",1971,0,0,11902,-7,0.749000013,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3729",3729,"KENYA",1972,0,0,12327,-7,0.838999987,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3730",3730,"KENYA",1973,0,0,12773,-7,0.80400002,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3731",3731,"KENYA",1974,0,0,13244,-7,0.847000003,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3732",3732,"KENYA",1975,0,0,13741,-7,0.837000012,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3733",3733,"KENYA",1976,0,0,14258,-7,0.80400002,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3734",3734,"KENYA",1977,0,0,14805,-7,0.842999995,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3735",3735,"KENYA",1978,0,0,15383,-7,0.898000002,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3736",3736,"KENYA",1979,0,0,15992,-6,0.930999994,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3737",3737,"KENYA",1980,0,0,16632,-6,0.911000013,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3738",3738,"KENYA",1981,0,0,17304,-6,0.870000005,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3739",3739,"KENYA",1982,0,0,18011,-7,0.860000014,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3740",3740,"KENYA",1983,0,0,18744,-7,0.836000025,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3741",3741,"KENYA",1984,0,0,19490,-7,0.833000004,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3742",3742,"KENYA",1985,0,0,20241,-7,0.79400003,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3743",3743,"KENYA",1986,0,0,21000,-7,0.856999993,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3744",3744,"KENYA",1987,0,0,21769,-7,0.880999982,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3745",3745,"KENYA",1988,0,0,22550,-7,0.90200001,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3746",3746,"KENYA",1989,0,0,23346,-7,0.913999975,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3747",3747,"KENYA",1990,0,0,24160,-7,0.911000013,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3748",3748,"KENYA",1991,0,0,25006,-5,0.90200001,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3749",3749,"KENYA",1992,0,0,25669,-5,0.913999975,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3750",3750,"KENYA",1993,0,0,25783.61914,-5,0.893033803,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3751",3751,"KENYA",1994,0,0,26506.78906,-5,0.894013405,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3752",3752,"KENYA",1995,0,0,27216,-5,0.912136972,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3753",3753,"KENYA",1996,0,0,27918.09961,-5,0.928626895,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3754",3754,"KENYA",1997,0,0,28611.58008,-2,0.927128136,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3755",3755,"KENYA",1998,0,0,29294.91016,-2,0.921420813,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3756",3756,"KENYA",1999,0,0,NA,-2,0.913652003,"sub-saharan africa",26.29999924,0,0.833253801,"KEN"
"3757",3757,"TANZANIA",1961,0,0,10329,-7,0.303000003,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3758",3758,"TANZANIA",1962,0,0,10643,-7,0.326000005,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3759",3759,"TANZANIA",1963,0,0,10966,-7,0.328999996,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3760",3760,"TANZANIA",1964,0,0,11297,-7,0.370999992,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3761",3761,"TANZANIA",1965,0,0,11640,-7,0.370999992,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3762",3762,"TANZANIA",1966,0,0,11993,-7,0.384000003,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3763",3763,"TANZANIA",1967,0,0,12355,-7,0.397000015,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3764",3764,"TANZANIA",1968,0,0,12729,-7,0.419,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3765",3765,"TANZANIA",1969,0,0,13116,-7,0.419,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3766",3766,"TANZANIA",1970,0,0,13513,-7,0.423999995,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3767",3767,"TANZANIA",1971,0,0,13877,-7,0.437999994,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3768",3768,"TANZANIA",1972,0,0,14223,-7,0.432000011,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3769",3769,"TANZANIA",1973,0,0,14572,-7,0.469000012,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3770",3770,"TANZANIA",1974,0,0,14951,-7,0.508000016,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3771",3771,"TANZANIA",1975,0,0,15379,-7,0.509000003,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3772",3772,"TANZANIA",1976,0,0,15877,-7,0.495000005,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3773",3773,"TANZANIA",1977,0,0,16402,-7,0.481999993,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3774",3774,"TANZANIA",1978,0,0,17000,-7,0.542999983,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3775",3775,"TANZANIA",1979,0,0,17516,-7,0.535000026,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3776",3776,"TANZANIA",1980,0,0,18098,-7,0.479999989,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3777",3777,"TANZANIA",1981,0,0,18692,-7,0.460999995,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3778",3778,"TANZANIA",1982,0,0,19298,-7,0.465999991,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3779",3779,"TANZANIA",1983,0,0,19912,-7,0.421999991,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3780",3780,"TANZANIA",1984,0,0,20533,-7,0.463,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3781",3781,"TANZANIA",1985,0,0,21161,-7,0.47299999,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3782",3782,"TANZANIA",1986,0,0,21751,-7,0.540000021,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3783",3783,"TANZANIA",1987,0,0,22370,-7,0.537999988,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3784",3784,"TANZANIA",1988,0,0,23020,-7,0.533999979,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3785",3785,"TANZANIA",1989,0,0,24802,-7,0.537074506,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3786",3786,"TANZANIA",1990,0,0,25635,-7,0.557345331,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3787",3787,"TANZANIA",1991,0,0,26900,-7,0.551407516,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3788",3788,"TANZANIA",1992,0,0,27830,-6,0.537730217,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3789",3789,"TANZANIA",1993,0,0,27943.58008,-6,0.527853608,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3790",3790,"TANZANIA",1994,0,0,28793,-6,0.520312309,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3791",3791,"TANZANIA",1995,0,0,29646,-1,0.523384213,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3792",3792,"TANZANIA",1996,0,0,30487.82031,-1,0.532061338,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
"3793",3793,"TANZANIA",1997,0,0,31316.09961,-1,0.536204398,"sub-saharan africa",21.70000076,0,0.925034761,"TAZ"
