"","X","country","year","war","onset","pop","polity2","gdppc","region","mtn","oil","ethfrac","cow"
"1",1,"USA",1945,0,0,140969,10,7.625999928,"western democracies and japan",-99,0,0.356950104,"USA"
"2",2,"USA",1946,0,0,141936,10,7.653999805,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"3",3,"USA",1947,0,0,142713,10,8.024999619,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"4",4,"USA",1948,0,0,145326,10,8.270000458,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"5",5,"USA",1949,0,0,147987,10,8.039999962,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"6",6,"USA",1950,0,0,152273,10,8.772000313,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"7",7,"USA",1951,0,0,155000,10,9.109000206,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"8",8,"USA",1952,0,0,157727,10,9.074000359,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"9",9,"USA",1953,0,0,160475,10,9.300000191,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"10",10,"USA",1954,0,0,163202,10,9.088999748,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"11",11,"USA",1955,0,0,165929,10,9.722999573,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"12",12,"USA",1956,0,0,168882,10,9.711999893,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"13",13,"USA",1957,0,0,171835,10,9.642999649,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"14",14,"USA",1958,0,0,174767,10,9.369999886,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"15",15,"USA",1959,0,0,177720,10,9.838999748,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"16",16,"USA",1960,0,0,180673,10,9.895000458,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"17",17,"USA",1961,0,0,183687,10,9.946000099,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"18",18,"USA",1962,0,0,186537,10,10.3579998,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"19",19,"USA",1963,0,0,189244,10,10.6420002,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"20",20,"USA",1964,0,0,191889,10,11.07199955,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"21",21,"USA",1965,0,0,194309,10,11.64900017,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"22",22,"USA",1966,0,0,196564,10,12.16399956,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"23",23,"USA",1967,0,0,198717,10,12.31799984,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"24",24,"USA",1968,0,0,200706,10,12.72299957,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"25",25,"USA",1969,0,0,202675,10,12.97500038,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"26",26,"USA",1970,0,0,205052,10,12.9630003,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"27",27,"USA",1971,0,0,207661,10,13.2329998,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"28",28,"USA",1972,0,0,209896,10,13.74699974,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"29",29,"USA",1973,0,0,211909,10,14.37899971,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"30",30,"USA",1974,0,0,213854,10,14.07800007,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"31",31,"USA",1975,0,0,215973,10,13.68200016,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"32",32,"USA",1976,0,0,218035,10,14.27099991,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"33",33,"USA",1977,0,0,220239,10,14.83199978,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"34",34,"USA",1978,0,0,222585,10,15.43999958,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"35",35,"USA",1979,0,0,225055,10,15.63700008,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"36",36,"USA",1980,0,0,227757,10,15.29500008,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"37",37,"USA",1981,0,0,230138,10,15.50199986,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"38",38,"USA",1982,0,0,232520,10,14.89700031,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"39",39,"USA",1983,0,0,234799,10,15.28999996,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"40",40,"USA",1984,0,0,237001,10,16.25499916,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"41",41,"USA",1985,0,0,239279,10,16.56999969,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"42",42,"USA",1986,0,0,241625,10,16.84799957,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"43",43,"USA",1987,0,0,243942,10,17.18600082,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"44",44,"USA",1988,0,0,246307,10,17.70999908,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"45",45,"USA",1989,0,0,248231,10,18.09499931,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"46",46,"USA",1990,0,0,250372,10,18.05400085,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"47",47,"USA",1991,0,0,252688,10,17.59399986,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"48",48,"USA",1992,0,0,255000,10,17.94499969,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"49",49,"USA",1993,0,0,257752.9844,10,18.2025528,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"50",50,"USA",1994,0,0,260292,10,18.7033329,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"51",51,"USA",1995,0,0,262761,10,18.95670891,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"52",52,"USA",1996,0,0,265179,10,19.38625717,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"53",53,"USA",1997,0,0,267636,10,19.99498749,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"54",54,"USA",1998,0,0,270029,10,20.61325455,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"55",55,"USA",1999,0,0,NA,10,21.0992527,"western democracies and japan",23.90000153,0,0.356950104,"USA"
"56",56,"CANADA",1945,0,0,12394,10,5.188000202,"western democracies and japan",-99,0,0.754994035,"CAN"
"57",57,"CANADA",1946,0,0,12622,10,5.360000134,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"58",58,"CANADA",1947,0,0,12888,10,5.532000065,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"59",59,"CANADA",1948,0,0,13167,10,5.730000019,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"60",60,"CANADA",1949,0,0,13475,10,5.744999886,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"61",61,"CANADA",1950,0,0,13737,10,6.380000114,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"62",62,"CANADA",1951,0,0,14138,10,6.511000156,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"63",63,"CANADA",1952,0,0,14537,10,6.778999805,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"64",64,"CANADA",1953,0,0,14937,10,6.901000023,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"65",65,"CANADA",1954,0,0,15336,10,6.578999996,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"66",66,"CANADA",1955,0,0,15735,10,6.978000164,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"67",67,"CANADA",1956,0,0,16170,10,7.434999943,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"68",68,"CANADA",1957,0,0,16605,10,7.34100008,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"69",69,"CANADA",1958,0,0,17040,10,7.193999767,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"70",70,"CANADA",1959,0,0,17475,10,7.303999901,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"71",71,"CANADA",1960,0,0,17910,10,7.257999897,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"72",72,"CANADA",1961,0,0,18270,10,7.261000156,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"73",73,"CANADA",1962,0,0,18614,10,7.605000019,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"74",74,"CANADA",1963,0,0,18963,10,7.875999928,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"75",75,"CANADA",1964,0,0,19326,10,8.244000435,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"76",76,"CANADA",1965,0,0,19678,10,8.663999557,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"77",77,"CANADA",1966,0,0,20049,10,9.093000412,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"78",78,"CANADA",1967,0,0,20411,10,9.230999947,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"79",79,"CANADA",1968,0,0,20744,10,9.581999779,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"80",80,"CANADA",1969,0,0,21028,10,9.975000381,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"81",81,"CANADA",1970,0,0,21324,10,10.1239996,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"82",82,"CANADA",1971,0,0,21592,10,10.59899998,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"83",83,"CANADA",1972,0,0,21822,10,11.125,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"84",84,"CANADA",1973,0,0,22072,10,11.85400009,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"85",85,"CANADA",1974,0,0,22364,10,12.22500038,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"86",86,"CANADA",1975,0,0,22697,10,12.2869997,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"87",87,"CANADA",1976,0,0,22993,10,12.9289999,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"88",88,"CANADA",1977,0,0,23273,10,13.18400002,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"89",89,"CANADA",1978,0,0,23517,10,13.63099957,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"90",90,"CANADA",1979,0,0,23747,10,14.11400032,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"91",91,"CANADA",1980,0,0,24043,10,14.13300037,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"92",92,"CANADA",1981,0,0,24342,10,14.55500031,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"93",93,"CANADA",1982,0,0,24583,10,13.73999977,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"94",94,"CANADA",1983,0,0,24787,10,14.10499954,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"95",95,"CANADA",1984,0,0,24978,10,14.95400047,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"96",96,"CANADA",1985,0,0,25165,10,15.58899975,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"97",97,"CANADA",1986,0,0,25353,10,16.02899933,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"98",98,"CANADA",1987,0,0,25625,10,16.60199928,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"99",99,"CANADA",1988,0,0,25950,10,17.25799942,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"100",100,"CANADA",1989,0,0,26219,10,17.52400017,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"101",101,"CANADA",1990,0,0,26522,10,17.17300034,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"102",102,"CANADA",1991,0,0,27300,10,16.36800003,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"103",103,"CANADA",1992,0,0,27445,10,16.36199951,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"104",104,"CANADA",1993,0,0,28947,10,16.55638313,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"105",105,"CANADA",1994,0,0,29256,10,17.17336464,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"106",106,"CANADA",1995,0,0,29615,10,17.49835396,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"107",107,"CANADA",1996,0,0,29969.19922,10,17.57556915,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"108",108,"CANADA",1997,0,0,30286.59961,10,18.15414619,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"109",109,"CANADA",1998,0,0,30585.99023,10,18.59253693,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"110",110,"CANADA",1999,0,0,NA,10,19.29062462,"western democracies and japan",15.39999866,0,0.754994035,"CAN"
"111",111,"CUBA",1945,0,0,4932,3,NA,"latin america and the caribbean",-99,0,0.035723627,"CUB"
"112",112,"CUBA",1946,0,0,5039,3,2.127000093,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"113",113,"CUBA",1947,0,0,5152,3,2.135999918,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"114",114,"CUBA",1948,0,0,5287,3,2.051000118,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"115",115,"CUBA",1949,0,0,5399,3,2.371999979,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"116",116,"CUBA",1950,0,0,5516,3,2.443000078,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"117",117,"CUBA",1951,0,0,5638,3,2.480999947,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"118",118,"CUBA",1952,0,0,5759,0,2.513999939,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"119",119,"CUBA",1953,0,0,6129,-3,2.443000078,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"120",120,"CUBA",1954,0,0,6254,-6,2.401000023,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"121",121,"CUBA",1955,0,0,6381,-9,2.464999914,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"122",122,"CUBA",1956,0,0,6513,-9,2.52699995,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"123",123,"CUBA",1957,0,0,6641,-9,2.694999933,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"124",124,"CUBA",1958,1,1,6763,-9,2.707999945,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"125",125,"CUBA",1959,1,0,6901,0,2.775000095,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"126",126,"CUBA",1960,0,0,7027,-4,2.821000099,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"127",127,"CUBA",1961,0,0,7134,-7,2.901000023,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"128",128,"CUBA",1962,0,0,7254,-7,3.035000086,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"129",129,"CUBA",1963,0,0,7415,-7,2.921999931,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"130",130,"CUBA",1964,0,0,7612,-7,2.997999907,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"131",131,"CUBA",1965,0,0,7810,-7,2.989000082,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"132",132,"CUBA",1966,0,0,7985,-7,3.069000006,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"133",133,"CUBA",1967,0,0,8139,-7,3.11500001,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"134",134,"CUBA",1968,0,0,8284,-7,3.127000093,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"135",135,"CUBA",1969,0,0,8421,-7,3.242000103,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"136",136,"CUBA",1970,0,0,8551,-7,3.308000088,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"137",137,"CUBA",1971,0,0,8692,-7,3.20600009,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"138",138,"CUBA",1972,0,0,8862,-7,3.237999916,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"139",139,"CUBA",1973,0,0,9036,-7,3.305000067,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"140",140,"CUBA",1974,0,0,9194,-7,3.312000036,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"141",141,"CUBA",1975,0,0,9299,-7,3.523999929,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"142",142,"CUBA",1976,0,0,9430,-7,3.384000063,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"143",143,"CUBA",1977,0,0,9547,-7,3.605999947,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"144",144,"CUBA",1978,0,0,9644,-7,3.644999981,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"145",145,"CUBA",1979,0,0,9701,-7,3.687999964,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"146",146,"CUBA",1980,0,0,9734,-7,3.79399991,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"147",147,"CUBA",1981,0,0,9774,-7,3.885999918,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"148",148,"CUBA",1982,0,0,9801,-7,3.84100008,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"149",149,"CUBA",1983,0,0,9897,-7,3.808000088,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"150",150,"CUBA",1984,0,0,9994,-7,3.90899992,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"151",151,"CUBA",1985,0,0,10098,-7,3.832999945,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"152",152,"CUBA",1986,0,0,10199,-7,3.913000107,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"153",153,"CUBA",1987,0,0,10301,-7,3.900000095,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"154",154,"CUBA",1988,0,0,10412,-7,3.99000001,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"155",155,"CUBA",1989,0,0,10523,-7,4.059000015,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"156",156,"CUBA",1990,0,0,10634,-7,3.980000019,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"157",157,"CUBA",1991,0,0,10736,-7,3.986000061,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"158",158,"CUBA",1992,0,0,10810,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"159",159,"CUBA",1993,0,0,10869,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"160",160,"CUBA",1994,0,0,10916,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"161",161,"CUBA",1995,0,0,10964,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"162",162,"CUBA",1996,0,0,11019,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"163",163,"CUBA",1997,0,0,11059,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"164",164,"CUBA",1998,0,0,11103.20996,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"165",165,"CUBA",1999,0,0,NA,-7,NA,"latin america and the caribbean",4.441784382,0,0.035723627,"CUB"
"166",166,"HAITI",1945,0,0,2928,0,NA,"latin america and the caribbean",-99,0,0.01359123,"HAI"
"167",167,"HAITI",1946,0,0,2960,-1,0.764999986,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"168",168,"HAITI",1947,0,0,3024,-2,0.764999986,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"169",169,"HAITI",1948,0,0,3060,-3,0.76700002,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"170",170,"HAITI",1949,0,0,3097,-4,0.859000027,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"171",171,"HAITI",1950,0,0,3149,-5,0.856000006,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"172",172,"HAITI",1951,0,0,3188,-5,0.861000001,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"173",173,"HAITI",1952,0,0,3251,-5,0.819999993,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"174",174,"HAITI",1953,0,0,3302,-5,0.89200002,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"175",175,"HAITI",1954,0,0,3354,-5,0.866999984,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"176",176,"HAITI",1955,0,0,3407,-5,0.91900003,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"177",177,"HAITI",1956,0,0,3460,-5,0.898000002,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"178",178,"HAITI",1957,0,0,3514,-5,0.888999999,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"179",179,"HAITI",1958,0,0,3568,-8,0.91900003,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"180",180,"HAITI",1959,0,0,3623,-8,0.92900002,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"181",181,"HAITI",1960,0,0,3857,-8,0.924000025,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"182",182,"HAITI",1961,0,0,3923,-9,0.879000008,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"183",183,"HAITI",1962,0,0,3990,-9,0.907999992,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"184",184,"HAITI",1963,0,0,4058,-9,0.888999999,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"185",185,"HAITI",1964,0,0,4127,-9,0.878000021,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"186",186,"HAITI",1965,0,0,4197,-9,0.893999994,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"187",187,"HAITI",1966,0,0,4256,-9,0.89200002,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"188",188,"HAITI",1967,0,0,4316,-9,0.837000012,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"189",189,"HAITI",1968,0,0,4377,-9,0.838999987,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"190",190,"HAITI",1969,0,0,4437,-9,0.848999977,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"191",191,"HAITI",1970,0,0,4535,-9,0.833999991,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"192",192,"HAITI",1971,0,0,4598,-10,0.893999994,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"193",193,"HAITI",1972,0,0,4677,-10,0.882000029,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"194",194,"HAITI",1973,0,0,4757,-10,0.856000006,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"195",195,"HAITI",1974,0,0,4838,-10,0.883000016,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"196",196,"HAITI",1975,0,0,4920,-10,0.842999995,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"197",197,"HAITI",1976,0,0,5003,-10,0.911000013,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"198",198,"HAITI",1977,0,0,5087,-9,0.920000017,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"199",199,"HAITI",1978,0,0,5173,-9,0.943000019,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"200",200,"HAITI",1979,0,0,5261,-9,0.966000021,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"201",201,"HAITI",1980,0,0,5353,-9,1.032999992,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"202",202,"HAITI",1981,0,0,5448,-9,1.00999999,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"203",203,"HAITI",1982,0,0,5546,-9,0.933000028,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"204",204,"HAITI",1983,0,0,5648,-9,0.926999986,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"205",205,"HAITI",1984,0,0,5754,-9,0.90200001,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"206",206,"HAITI",1985,0,0,5865,-9,0.911000013,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"207",207,"HAITI",1986,0,0,5980,-8,0.90200001,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"208",208,"HAITI",1987,0,0,6099,-8,0.882000029,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"209",209,"HAITI",1988,0,0,6221,-7,0.848999977,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"210",210,"HAITI",1989,0,0,6346,-6,0.833999991,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"211",211,"HAITI",1990,0,0,6486,7,0.851442277,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"212",212,"HAITI",1991,1,1,6625,-7,0.835530043,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"213",213,"HAITI",1992,1,0,6760,-7,0.711438835,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"214",214,"HAITI",1993,1,0,6860.560059,-7,0.680100322,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"215",215,"HAITI",1994,1,0,7009.040039,7,0.610525012,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"216",216,"HAITI",1995,1,0,7168,7,0.62345463,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"217",217,"HAITI",1996,0,0,7336,7,0.62560904,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"218",218,"HAITI",1997,0,0,7492,7,0.6211285,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"219",219,"HAITI",1998,0,0,7634.669922,7,0.627281606,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"220",220,"HAITI",1999,0,0,NA,2,0.628265083,"latin america and the caribbean",15.39999866,0,0.01359123,"HAI"
"221",221,"DOMINICAN REP.",1945,0,0,1889,-9,NA,"latin america and the caribbean",-99,0,0.036988795,"DOM"
"222",222,"DOMINICAN REP.",1946,0,0,1935,-9,0.667999983,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"223",223,"DOMINICAN REP.",1947,0,0,1982,-9,0.731000006,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"224",224,"DOMINICAN REP.",1948,0,0,2036,-9,0.782000005,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"225",225,"DOMINICAN REP.",1949,0,0,2095,-9,0.911000013,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"226",226,"DOMINICAN REP.",1950,0,0,2435,-9,0.949000001,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"227",227,"DOMINICAN REP.",1951,0,0,2514,-9,1.065000057,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"228",228,"DOMINICAN REP.",1952,0,0,2594,-9,1.065000057,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"229",229,"DOMINICAN REP.",1953,0,0,2674,-9,1.024000049,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"230",230,"DOMINICAN REP.",1954,0,0,2753,-9,1.059000015,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"231",231,"DOMINICAN REP.",1955,0,0,2833,-9,1.082000017,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"232",232,"DOMINICAN REP.",1956,0,0,2939,-9,1.154999971,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"233",233,"DOMINICAN REP.",1957,0,0,3044,-9,1.197000027,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"234",234,"DOMINICAN REP.",1958,0,0,3149,-9,1.22300005,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"235",235,"DOMINICAN REP.",1959,0,0,3254,-9,1.162999988,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
"236",236,"DOMINICAN REP.",1960,0,0,3325,-9,1.195000052,"latin america and the caribbean",16.39999771,0,0.036988795,"DOM"
